Unnamed: 0,Class,Shrt_Desc,Water_(g),Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Copper_mg),Panto_Acid_mg),Vit_A_IU,Vit_A_RAE,Vit_D_µg,Vit_D_IU,FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct,Calcium_(g),Iron_(g),Magnesium_(g),Phosphorus_(g),Potassium_(g),Sodium_(g),Zinc_(g),Manganese_(g),Selenium_(g),Vit_C_(g),Thiamin_(g),Riboflavin_(g),Niacin_(g),Vit_B6_(g),Folate_Tot_(g),Folic_Acid_(g),Food_Folate_(g),Folate_DFE_(g),Choline_Tot_ (g),Vit_B12_(g),Retinol_(g),Alpha_Carot_(g),Beta_Carot_(g),Beta_Crypt_(g),Lycopene_(g),Lut+Zea_ (g),Vit_E_(g),Vit_K_(g),Cholestrl_(g)
,1,"BREAD STUFFING,BREAD,DRY MIX,PREP",64.8,3.2,8.6,1.7,21.7,2.9,2.11,0.07200000000000001,0.081,313.0,118.0,0.0,0.0,1.734,3.8080000000000003,2.6039999999999996,28.0,1 oz,100.0,.5 cup,0.0,0.032,0.00109,0.012,0.042,0.07400000000000001,0.479,0.00028000000000000003,0.00016900000000000002,0.0004980000000000001,0.0,0.000136,0.00010700000000000001,0.0014750000000000002,4e-05,0.00039,0.00022,0.00016999999999999999,0.00054,0.0053,1e-07,0.0011099999999999999,0.0,0.00088,0.0,0.0,0.00018,0.0014,0.00013700000000000002,0.0
,5,"BEANS,SNAP,GRN,FRZ,ALL STYLES,UNPREP",89.93,1.79,0.21,0.53,7.54,2.6,2.21,0.049,0.10400000000000001,547.0,27.0,0.0,0.0,0.047,0.008,0.10800000000000001,121.0,1 cup,284.0,"1 package,  (10 oz)",0.0,0.042,0.00085,0.022000000000000002,0.032,0.18600000000000003,0.003,0.00026000000000000003,0.000369,6e-06,0.0129,9.8e-05,9.1e-05,0.000496,4.4e-05,0.00015,0.0,0.00015,0.00015,,0.0,0.0,0.00072,0.00292,0.0,0.0,0.00663,0.00042,0.00044800000000000005,0.0
,1,"GRANOLA BARS,SOFT,UNCOATED,CHOC CHIP,GRAHAM&MARSHMLLW",6.0,6.1,15.5,1.6,70.8,4.0,,0.28,0.38,47.0,2.0,,,9.18,2.92,2.55,28.0,"1 bar,  (1 oz)",,,0.0,0.08900000000000001,0.00257,0.071,0.20199999999999999,0.275,0.316,0.0013,0.00128,0.000154,0.0,0.00014,0.00015,0.001,5e-05,0.00021,0.0,0.00021,0.00021,,0.0,0.0,,,,,,,,0.0
,4,"PORK,FRSH,COMP OF RTL CUTS (LEG,LOIN,SHLDR),LN,RAW",73.17,21.2,4.86,1.0,0.0,0.0,0.0,0.075,0.9359999999999999,2.0,1.0,0.5,19.0,1.625,2.063,0.519,28.0,1 oz,453.6,1 lb,30.0,0.013000000000000001,0.00082,0.024,0.21600000000000003,0.363,0.059000000000000004,0.00221,1.1e-05,0.000335,0.0002,0.000642,0.000254,0.005573000000000001,0.000644,2e-05,0.0,2e-05,2e-05,0.0499,6.4e-06,1e-05,0.0,0.0,0.0,0.0,0.0,0.00016999999999999999,0.0,0.064
,4,MEAT EXTENDER,7.48,38.11,2.97,13.13,38.32,17.5,,0.304,1.492,32.0,2.0,0.0,0.0,0.424,0.648,1.6569999999999998,88.0,1 cup,28.35,1 oz,0.0,0.204,0.01199,0.21600000000000003,0.639,1.902,0.01,0.00221,0.00027100000000000003,7.400000000000001e-05,0.0,0.0007019999999999999,0.000891,0.022021,0.0013360000000000002,0.00198,0.0,0.00198,0.00198,,5.9999999999999995e-05,0.0,,,,,,,,0.0
,1,"GRANOLA BAR,SOFT,MILK CHOC COATD,PNUT BUTTER",3.2,9.6,31.2,1.9,54.1,3.8,23.63,0.32299999999999995,,26.0,8.0,0.0,0.0,17.065,6.561,1.906,28.0,1 oz,,,0.0,0.10800000000000001,0.00145,0.067,0.22699999999999998,0.33899999999999997,0.193,0.00147,,0.000157,0.0006,0.0001,0.00021,0.00329,0.00011,0.00025,0.0,0.00025,0.00025,0.0247,4.6e-06,8e-05,0.0,0.0,0.0,0.0,0.00032,0.00459,5.6999999999999996e-05,0.012
,3,"SUNSHINE,CHEEZ-IT,HOT & SPICY CRACKERS",2.5,8.3,26.1,,61.2,2.9,1.0,,,1279.0,384.0,,,6.3,7.1,12.5,30.0,25 crackers,,,0.0,,0.00426,,0.07200000000000001,0.11699999999999999,0.988,,,,,0.00058,0.00036,0.00455,,0.00128,,,,,,,,,,,,,,0.0
,4,"FRANKFURTER,BF & PORK,LO FAT",71.3,11.0,10.0,3.3,4.4,0.0,0.0,0.075,,0.0,0.0,0.3,13.0,3.6919999999999997,4.69,0.937,57.0,1 frankfurter,151.0,"1 cup, sliced",0.0,0.01,0.0012,0.01,0.14,0.15,1.2570000000000001,0.00196,,0.00015099999999999998,0.0,0.00017999999999999998,0.00011,0.0024,0.0001,4e-05,0.0,4e-05,4e-05,0.0521,1.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,3e-06,0.044000000000000004
,1,"SUNSHINE,CHEEZ-IT,DUOZ SMOKED CHEDDAR MONTEREY JACK CRACKERS",2.3,9.0,25.9,,60.8,2.2,0.9,,,,,,,6.1,6.6,12.2,30.0,25 crackers,,,0.0,0.075,0.004,0.015,0.066,0.10099999999999999,0.898,,,,,0.00057,0.00033999999999999997,0.0046,,0.00131,,,,,,,,,,,,,,0.003
,3,"YOGURT,FRZ,CHOC,NON-FAT MILK,W/LO CAL SWTNR",73.5,4.4,0.8,1.6,19.7,2.0,12.61,0.203,,7.0,2.0,0.0,0.0,0.505,0.214,0.03,186.0,1 cup,,,0.0,0.159,4e-05,0.04,0.129,0.33899999999999997,0.081,0.00049,,2.8000000000000003e-05,0.0007,4e-05,0.00017999999999999998,0.0002,4e-05,0.00011999999999999999,0.0,0.00011999999999999999,0.00011999999999999999,0.0031,4.9000000000000005e-06,1e-05,0.0,8e-05,0.0,0.0,0.0,8e-05,3e-06,0.004
,1,"CANDIES,M&M MARS 3 MUSKETEERS TRUFFLE CRISP",0.18,6.41,28.85,1.41,63.15,0.0,57.69,0.391,0.375,155.0,46.0,0.0,0.0,19.23,5.5360000000000005,1.091,31.0,1 serving,,,0.0,0.15,0.0018800000000000002,0.05,0.165,0.29600000000000004,0.063,0.00183,0.00037400000000000004,3.6e-05,0.0,8.9e-05,0.000239,0.000306,2.8000000000000003e-05,9e-05,0.0,9e-05,9e-05,0.0366,6e-06,0.00045999999999999996,0.0,0.0,0.0,0.0,5e-05,0.0006,5.7999999999999994e-05,0.018000000000000002
,4,"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",57.54,34.34,7.73,1.02,0.0,0.0,0.0,0.085,0.6759999999999999,0.0,0.0,0.1,5.0,2.6630000000000003,3.23,0.331,28.0,1 oz,453.6,1 lb,11.0,0.006999999999999999,0.0028699999999999997,0.023,0.217,0.282,0.045,0.005900000000000001,1.2e-05,0.000388,0.0,7.8e-05,0.000194,0.006169,0.000461,0.00011,0.0,0.00011,0.00011,0.1308,1.89e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00045,1.6e-05,0.094
,4,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,0""FAT,SEL,CKD,RSTD",49.53,23.48,25.54,0.93,0.0,0.0,,0.091,0.38,0.0,0.0,,,10.3,10.93,0.89,85.0,3 oz,286.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",17.0,0.009000000000000001,0.0024,0.02,0.177,0.3,0.065,0.00601,1.4000000000000001e-05,0.000215,0.0,7.000000000000001e-05,0.00018999999999999998,0.00375,0.00022999999999999998,8e-05,0.0,8e-05,8e-05,,2.37e-05,0.0,,,,,,,,0.084
,2,"V8 V. FUSION JUICES,STRAWBERRY BANANA",87.9,0.41,0.0,0.1,11.79,0.0,10.16,,,813.0,,,,,,,246.0,"1 serving, 8 oz",,,0.0,0.008,0.00015,0.006999999999999999,,0.102,0.027999999999999997,,,,0.0244,,,,1.6e-05,2.9999999999999997e-05,,,,,,,,,,,,0.00055,,
,4,"LAMB,AUS,IMP,FRSH,FORESHANK,LN,1/8""FAT,CKD,BRSD",66.93,27.5,5.22,0.83,0.0,,,0.125,0.657,,,,,1.8840000000000001,2.338,0.294,85.0,3 oz,180.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",53.0,0.013999999999999999,0.0019100000000000002,0.022000000000000002,0.177,0.255,0.1,0.00793,1.1e-05,9e-05,,8.999999999999999e-05,0.000283,0.00539,0.00025699999999999996,,,,,,3.2e-05,,,,,,,,,0.092
,4,"SAFFLOWER SD MEAL,PART DEFATTED",6.41,35.62,2.39,6.85,48.73,,,1.733,3.9960000000000004,49.0,2.0,0.0,0.0,0.207,0.272,1.584,28.0,1 oz,,,0.0,0.077,0.004860000000000001,0.35,0.638,0.068,0.003,0.0050100000000000006,0.001998,,0.0,0.001153,0.000412,0.0022649999999999997,0.001161,0.00159,0.0,0.00159,0.00159,,0.0,0.0,,,,,,,,0.0
,1,"FAST FOODS,HAMBURGER; DOUBLE,LRG PATY; W/ CONDMNT,VEG & MAYO",55.29,13.94,15.66,1.37,13.74,1.4,3.52,0.12,0.19,111.0,6.0,0.1,4.0,5.773,6.117000000000001,3.016,374.0,1 item,,,0.0,0.035,0.0028,0.018000000000000002,0.111,0.192,0.289,0.003,0.0002,0.00020099999999999998,0.0002,0.000193,0.00018999999999999998,0.00323,0.00011399999999999999,0.00045,0.00022,0.00022999999999999998,0.0006,0.0423,1.37e-05,0.0,5.9999999999999995e-05,0.00062,2e-05,0.00806,0.00031,0.00067,0.00014099999999999998,0.046
,1,"SPAGHETTI,PROTEIN-FORTIFIED,DRY,ENR (N X 5.70)",9.23,19.86,2.23,1.12,67.56,,,0.278,0.684,0.0,0.0,0.0,0.0,0.32799999999999996,0.271,0.986,57.0,2 oz,,,0.0,0.039,0.00415,0.065,0.163,0.201,0.008,0.00179,0.00091,,0.0,0.001187,0.000475,0.007654,0.000178,0.00278,0.0025800000000000003,0.0002,0.00458,,0.0,0.0,,,,,,,,0.0
,2,"SOUP,BF STROGANOFF,CND,CHUNKY STYLE,RTS",79.9,5.1,4.6,1.4,9.0,0.6,1.68,0.1,,820.0,84.0,0.0,0.0,2.324,1.556,0.24600000000000002,240.0,1 cup,,,0.0,0.02,0.00088,0.002,0.05,0.14,0.435,0.0011,,7.599999999999999e-05,0.0,4e-05,8.999999999999999e-05,0.0001,6e-05,0.00067,0.0001,0.00056,0.00074,0.018000000000000002,2.6e-06,0.0005099999999999999,0.00049,0.00365,1e-05,0.00014,0.00386,0.00041,0.0010279999999999998,0.021
,1,CUMIN SEED,8.06,17.81,22.27,7.62,44.24,10.5,2.25,0.867,,1270.0,64.0,0.0,0.0,1.535,14.04,3.279,2.0,"1 tsp, whole",6.0,"1 tbsp, whole",0.0,0.9309999999999999,0.06636,0.366,0.499,1.788,0.168,0.0048,0.003333,5.2e-05,0.0077,0.000628,0.00032700000000000003,0.004579,0.00043499999999999995,0.0001,0.0,0.0001,0.0001,0.0247,0.0,0.0,0.0,0.00762,0.0,0.0,0.00448,0.0033299999999999996,5.400000000000001e-05,0.0
,5,"LEEKS,(BULB&LOWER LEAF-PORTION),CKD,BLD,DRND,WO/SALT",90.8,0.81,0.2,0.57,7.62,1.0,2.11,0.062,0.07200000000000001,812.0,41.0,0.0,0.0,0.027000000000000003,0.003,0.111,124.0,1 leek,26.0,".25 cup, chopped or diced",0.0,0.03,0.0011,0.013999999999999999,0.017,0.087,0.01,6e-05,0.00024700000000000004,5e-06,0.004200000000000001,2.6000000000000002e-05,2e-05,0.0002,0.000113,0.00023999999999999998,0.0,0.00023999999999999998,0.00023999999999999998,,0.0,0.0,0.0,0.00487,0.0,0.0,0.00925,0.0005,0.000254,0.0
,4,"BEEF,VAR MEATS&BY-PRODUCTS,THYMUS,RAW",67.8,12.18,20.35,1.38,0.0,0.0,,0.048,3.0260000000000002,0.0,0.0,,,7.01,7.05,3.8,28.0,1 oz,113.0,4 oz,0.0,0.006999999999999999,0.0021000000000000003,0.013999999999999999,0.39299999999999996,0.36,0.096,0.00206,0.00012,0.000181,0.034,0.000109,0.00034500000000000004,0.003452,0.00016,2e-05,0.0,2e-05,2e-05,,2.13e-05,0.0,,,,,,,,0.223
,2,"BABYFOOD,RICE&APPLS,DRY",3.2,6.7,2.4,0.81,86.89,3.0,3.22,0.373,,8.0,0.0,0.0,0.0,0.503,0.615,0.92,2.0,1 tbsp,,,0.0,0.85,0.037000000000000005,0.015,0.423,0.41,0.016,0.0014,,0.00011599999999999999,0.0,0.0013,0.0015,0.02,8.999999999999999e-05,0.00018999999999999998,0.0,0.00018999999999999998,0.00018999999999999998,0.0101,0.0,0.0,0.0,4e-05,2.9999999999999997e-05,0.0,8e-05,0.00022,1.4999999999999999e-05,0.0
,4,"WORTHINGTON CHIC-KETTS,FRZ,UNPREP",59.1,23.6,9.7,2.5,5.1,1.2,0.1,,,0.0,0.0,0.0,0.0,1.5,2.3,5.7,55.0,"2 slices,  (3/8"" thick)",,,0.0,0.039,0.0032,0.012,0.115,0.152,0.642,0.0016,,,0.0,0.00057,0.00172,0.0359,0.0009,7e-05,,7e-05,,,3.4e-05,,,,,,,,,0.0
,4,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT & SKN,CKD,ROTISSERIE,OR",56.44,23.23,18.59,2.36,0.03,0.0,0.03,0.069,1.2,92.0,28.0,,,4.9239999999999995,8.162,2.7230000000000003,102.0,1 back,85.0,"1 serving,  (3 oz)",0.0,0.035,0.00097,0.023,0.249,0.29100000000000004,0.584,0.0017699999999999999,2.6000000000000002e-05,0.000401,0.0,6.8e-05,0.000185,0.005928,0.00013900000000000002,9e-05,0.0,9e-05,9e-05,0.0589,6.8e-06,0.00028,0.0,0.0,0.0,0.0,0.0,0.00028000000000000003,0.0,0.128
,1,"PANCAKES,PLN,DRY MIX,COMPLETE (INCL BTTRMLK)",9.05,9.77,3.1,4.44,73.65,2.9,16.03,0.126,0.63,,,,,0.8220000000000001,1.271,0.9279999999999999,52.0,.333 cup,28.35,1 oz,0.0,0.344,0.0036,0.027999999999999997,0.6,0.191,1.082,0.0007199999999999999,0.0006850000000000001,0.000216,,0.00045,0.00026700000000000004,0.004368,0.000171,,,,,0.0182,3.2e-06,,,,,,,,,0.002
,4,"HAM,CHOPPED,CANNED",60.77,16.06,18.83,4.08,0.26,0.0,0.0,0.05,0.28,0.0,0.0,0.6,24.0,6.291,9.161,2.06,28.0,1 oz,21.0,"1 slice,  (4-1/4"" x 4-1/4"" x 1/16"")",0.0,0.006999999999999999,0.00095,0.013000000000000001,0.139,0.284,1.28,0.00183,2.5e-05,0.000186,0.002,0.000535,0.000165,0.0032,0.00032,1e-05,0.0,1e-05,1e-05,0.0644,7.000000000000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.049
,5,"PEPPERS,HUNGARIAN,RAW",91.51,0.8,0.41,0.58,6.7,1.0,3.53,0.115,0.205,816.0,41.0,0.0,0.0,0.046,0.024,0.24,27.0,1 pepper,,,12.0,0.012,0.00045999999999999996,0.016,0.028999999999999998,0.20199999999999999,0.001,0.0003,0.000204,3e-06,0.0929,7.900000000000001e-05,5.5e-05,0.001092,0.000517,0.00053,0.0,0.00053,0.00053,0.0077,0.0,0.0,0.00016,0.00465,0.00033999999999999997,0.0,0.00502,0.00048,9.9e-05,0.0
,5,"KANPYO,(DRIED GOURD STRIPS)",19.97,8.58,0.56,5.86,65.03,9.8,,0.433,2.553,0.0,,0.0,0.0,0.045,0.10300000000000001,0.244,6.0,1 strip,27.0,.5 cup,0.0,0.28,0.00512,0.125,0.188,1.5819999999999999,0.015,0.005860000000000001,0.001137,2.6e-05,0.0002,0.0,4.4e-05,0.0029,0.000532,0.00061,0.0,0.00061,0.00061,,0.0,0.0,,,,,,,,0.0
,1,"SQUASH,WNTR,BUTTERNUT,CKD,BKD,WO/SALT",87.8,0.9,0.09,0.72,10.49,3.2,1.97,0.065,0.359,11155.0,558.0,0.0,0.0,0.019,0.006999999999999999,0.038,205.0,"1 cup, cubes",,,0.0,0.040999999999999995,0.0006,0.028999999999999998,0.027000000000000003,0.284,0.004,0.00013000000000000002,0.00017199999999999998,5e-06,0.0151,7.199999999999999e-05,1.7e-05,0.0009689999999999999,0.000124,0.00018999999999999998,0.0,0.00018999999999999998,0.00018999999999999998,,0.0,0.0,0.0113,0.0457,0.031160000000000004,0.0,0.0,0.00129,1e-05,0.0
,4,"LINGCOD,COOKED,DRY HEAT",75.68,22.64,1.36,1.55,0.0,0.0,,0.035,0.865,58.0,17.0,,,0.255,0.447,0.38299999999999995,85.0,3 oz,151.0,.5 fillet,0.0,0.018000000000000002,0.00041,0.033,0.258,0.56,0.076,0.00058,2.6000000000000002e-05,0.000468,0.0,3.5000000000000004e-05,0.00013900000000000002,0.002314,0.00034599999999999995,0.0001,0.0,0.0001,0.0001,,4.150000000000001e-05,0.00016999999999999999,,,,,,,,0.067
,5,"TAMARINDS,RAW",31.4,2.8,0.6,2.7,62.5,5.1,38.8,0.086,0.14300000000000002,30.0,2.0,0.0,0.0,0.272,0.18100000000000002,0.059000000000000004,120.0,"1 cup,  pulp",2.0,"1 fruit,  (3"" x 1"")",66.0,0.07400000000000001,0.0028,0.092,0.113,0.628,0.027999999999999997,0.0001,,1.3e-05,0.0035,0.00042800000000000005,0.000152,0.0019379999999999998,6.6e-05,0.00014,0.0,0.00014,0.00014,0.0086,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.0001,2.8000000000000003e-05,0.0
,1,"CORNNUTS,PLAIN",1.3,8.5,15.64,2.7,71.86,6.9,0.61,0.115,0.366,0.0,0.0,0.0,0.0,2.43,9.46,3.05,28.0,1 oz,57.0,2 oz,0.0,0.009000000000000001,0.0016699999999999998,0.113,0.275,0.278,0.564,0.00178,0.000455,0.00014800000000000002,0.0,4.1e-05,0.00013000000000000002,0.0016940000000000002,0.000229,0.0,0.0,0.0,0.0,0.0206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00198,9.3e-05,0.0
,1,"PIZZA HUT 14"" CHS PIZZA,THIN 'N CRISPY CRUST",36.27,13.37,12.8,3.34,34.22,2.4,3.13,0.10300000000000001,0.24100000000000002,,,,,6.103,3.265,2.327,79.0,1 slice,641.0,1 pizza,0.0,0.284,0.00252,0.024,0.298,0.19699999999999998,0.857,0.00164,0.000381,0.00020299999999999997,0.004200000000000001,0.00035,0.00024,0.00418,6e-05,0.0009599999999999999,0.00056,0.0004,0.00135,,5.0999999999999995e-06,,,,,,,0.0006799999999999999,7.7e-05,0.03
,4,"TURKEY POT PIE,FRZ ENTREE",65.7,6.5,8.8,1.3,17.7,1.1,,,,1767.0,,,,2.88,3.46,1.38,397.0,"1 package,  yields",397.0,1 serving,0.0,,0.001,,,,0.35,,,,,,,,,,,,,,,,,0.0106,,,,,,0.016
,4,"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",69.48,21.31,8.29,0.92,0.0,0.0,0.0,0.07400000000000001,0.72,6.0,2.0,0.1,4.0,3.605,4.088,0.359,85.0,3 oz,382.0,1 steak,27.0,0.015,0.00227,0.022000000000000002,0.201,0.371,0.07,0.008409999999999999,1e-05,0.000229,0.0,7.000000000000001e-05,0.00016700000000000002,0.004803,0.00034599999999999995,2.9999999999999997e-05,0.0,2.9999999999999997e-05,2.9999999999999997e-05,0.0708,3.1e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.00016999999999999999,1.4999999999999999e-05,0.066
,5,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CKD,BLD,W/SALT",64.65,9.34,0.46,1.09,24.46,10.0,,0.231,0.24,0.0,0.0,0.0,0.0,0.11900000000000001,0.04,0.19899999999999998,177.0,1 cup,,,0.0,0.05,0.00209,0.05,0.135,0.387,0.237,0.00114,0.00037,1.3e-05,0.0,0.00021,6.900000000000001e-05,0.000515,8.1e-05,0.00207,0.0,0.00207,0.00207,,0.0,0.0,,,,,,,,0.0
,5,"BEANS,BAKED,HOME PREPARED",65.17,5.54,5.15,2.51,21.63,5.5,,0.159,0.155,0.0,0.0,0.0,0.0,1.9480000000000002,2.133,0.74,253.0,1 cup,,,0.0,0.061,0.00199,0.043,0.109,0.358,0.42200000000000004,0.00073,0.00025499999999999996,5.6999999999999996e-05,0.0011,0.000136,4.900000000000001e-05,0.000408,8.999999999999999e-05,0.00047999999999999996,0.0,0.00047999999999999996,0.00047999999999999996,,0.0,0.0,,,,,,,,0.005
,2,"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 90 PROOF",62.1,0.0,0.0,0.01,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1 fl oz,42.0,"1 jigger,  1.5 fl oz",0.0,0.0,4e-05,0.0,0.004,0.002,0.001,4e-05,1.7999999999999994e-05,0.0,0.0,6e-06,4e-06,1.3000000000000001e-05,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,2,"CAMPBELL'S HEALTHY REQUEST,CRM OF MUSHROOM SOUP,COND",86.09,1.29,1.7,2.29,8.6,1.0,1.79,,,0.0,,,,0.33,0.33,0.97,124.0,".5 cup, condensed",,,0.0,0.071,0.0003,0.013000000000000001,0.055999999999999994,0.596,0.327,7.000000000000001e-05,,,0.0001,,,,,,,,,,,,,,,,,,,0.0
,1,"MCDONALD'S,NEWMAN'S OWN RANCH DRSNG",51.35,2.62,26.57,2.71,16.75,0.3,6.57,0.01,0.11,68.0,,,,4.36,15.35,6.35,56.0,2 fl oz,,,0.0,0.077,0.00025,0.003,0.076,0.12,0.9540000000000001,6e-05,2e-05,4e-06,0.0008,1e-05,0.00014,1e-05,4e-05,1e-05,,1e-05,,,0.0,,,,,,,,,0.032
,4,"PORK,GROUND,96% LN / 4% FAT,RAW",73.62,21.1,4.0,1.07,0.21,0.0,0.0,0.033,0.6459999999999999,0.0,0.0,0.1,4.0,1.42,1.89,0.66,113.0,4 oz,,,0.0,0.015,0.00086,0.019,0.19,0.31,0.067,0.00193,1e-05,0.00034799999999999995,0.0,0.000414,0.000368,0.007914000000000001,0.0006680000000000001,2e-05,0.0,2e-05,2e-05,0.0717,6.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00029,0.0,0.059000000000000004
,1,"PIE CRUST,STANDARD-TYPE,PREP FROM RECIPE,UNBAKED",19.7,5.7,30.8,1.5,42.3,3.4,0.15,0.081,0.158,0.0,0.0,0.0,0.0,7.6739999999999995,13.5,8.119,24.0,"1 piece,  (1/8 of 9"" crust)",194.0,"1 crust,  single 9""",0.0,0.009000000000000001,0.00257,0.012,0.06,0.059000000000000004,0.48200000000000004,0.00039,0.000383,0.000188,0.0,0.000348,0.000246,0.002943,2.2e-05,0.0007099999999999999,0.00061,0.0001,0.00114,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,9e-05,0.00028000000000000003,0.00013199999999999998,0.0
,4,"CRUSTACEANS,SHRIMP,UNTREATED,RAW",78.45,20.1,0.51,1.23,0.0,,,0.391,,,,,,0.10099999999999999,0.086,0.152,85.0,3 oz,,,13.0,0.064,0.0005200000000000001,0.035,0.214,0.264,0.11900000000000001,0.00134,3.3e-05,,,,,,,,,,,,,,,,,,,,,0.161
,4,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",63.23,17.22,19.03,0.83,0.0,0.0,0.0,0.069,0.659,14.0,4.0,0.1,5.0,8.141,9.532,1.278,85.0,3 oz,434.0,1 piece,7.0,0.011000000000000001,0.0023,0.018000000000000002,0.16699999999999998,0.282,0.075,0.00713,1.1e-05,0.000193,0.0,7.8e-05,0.00016800000000000002,0.0033229999999999996,0.000296,2.9999999999999997e-05,0.0,2.9999999999999997e-05,2.9999999999999997e-05,0.0643,2.8999999999999997e-05,4e-05,0.0,0.0,0.0,0.0,0.0,0.00016,1.4999999999999999e-05,0.073
,1,"USDA COMMODITY,BF,PATTIES (100%),FRZ,CKD",58.77,22.98,16.37,0.97,0.91,0.0,,0.064,0.606,35.0,11.0,,,6.252000000000001,8.081,0.589,64.0,1 patty,,,0.0,0.008,0.00255,0.019,0.183,0.233,0.066,0.00526,1.6e-05,0.000215,0.0,5.1e-05,0.00018600000000000002,0.00294,0.00016700000000000002,8e-05,0.0,8e-05,8e-05,,3.5e-05,0.00011,,0.0,,,,,,0.086
,1,"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT",48.36,15.21,14.4,2.31,19.72,1.2,3.6,0.075,0.59,237.0,51.0,0.1,3.0,7.0329999999999995,5.959,1.264,199.0,1 item,,,0.0,0.179,0.0010199999999999999,0.026000000000000002,0.183,0.223,0.591,0.00283,0.00016299999999999998,0.00024700000000000004,0.0003,0.000119,0.00026000000000000003,0.00405,9.300000000000001e-05,0.00016,0.00011999999999999999,4e-05,0.00023999999999999998,0.0377,1.75e-05,0.00047000000000000004,1e-05,0.00047000000000000004,2e-05,0.0081,0.00016999999999999999,0.0002,4.400000000000001e-05,0.048
,5,"TOMATO PRODUCTS,CND,SAU,W/ONIONS",86.09,1.56,0.19,2.21,9.94,1.8,,0.18100000000000002,0.368,850.0,43.0,0.0,0.0,0.03,0.027999999999999997,0.077,245.0,1 cup,,,0.0,0.017,0.00093,0.019,0.039,0.413,0.551,0.00022999999999999998,0.000301,8e-06,0.0127,7.3e-05,0.000133,0.001242,0.00026700000000000004,0.00022,0.0,0.00022,0.00022,,0.0,0.0,,,,,,,,0.0
,1,"CAKE,SNACK CAKES,CREME-FILLED,CHOC W/ FRSTNG",18.57,3.63,15.93,1.56,60.31,3.2,37.76,0.305,0.083,2.0,1.0,0.0,0.0,4.8839999999999995,8.525,1.8219999999999998,28.0,1 oz,50.0,1 cupcake,0.0,0.11599999999999999,0.0036,0.036000000000000004,0.087,0.17600000000000002,0.332,0.00104,0.000485,3.4e-05,0.0019,3.7e-05,7.5e-05,0.000925,0.00014299999999999998,0.00026000000000000003,0.00013000000000000002,0.00013000000000000002,0.00035,0.0206,6e-07,1e-05,0.0,0.0,0.0,0.0,2.9999999999999997e-05,0.00109,0.000106,0.0
,2,"INF FORM, ABBO NUTR, SIMIL, ALIMENT, ADVAN, RTF,W/ ARA & DHA",87.32,1.8,3.63,0.48,6.77,0.0,4.4,0.049,0.491,197.0,59.0,0.7,29.0,1.838,0.294,1.126,30.0,1 fl oz,,,0.0,0.069,0.0011799999999999998,0.005,0.049,0.077,0.028999999999999998,0.00049,6e-06,1.2e-05,0.005900000000000001,3.9e-05,5.9e-05,0.0008849999999999999,3.9e-05,0.0001,0.0001,0.0,0.00016999999999999999,0.008,3e-06,0.00059,0.0,0.0,0.0,0.0,0.0,0.00132,9.8e-05,0.001
,4,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,CKD,RSTD",41.82,22.15,35.12,0.91,0.0,0.0,,0.076,0.36,0.0,0.0,,,14.51,15.28,1.22,85.0,3 oz,276.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",21.0,0.013000000000000001,0.00195,0.02,0.17800000000000002,0.32299999999999995,0.065,0.0048200000000000005,1.3000000000000001e-05,0.000223,0.0,6e-05,0.00016999999999999999,0.0030399999999999997,0.0003,7e-05,0.0,7e-05,7e-05,,2.8699999999999996e-05,0.0,,,,,,,,0.084
