Shrt_Desc,Water_(g),Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Vit_A(g),Calcium_(g),Iron_(g),Magnesium_(g),Phosphorus_(g),Potassium_(g),Sodium_(g),Zinc_(g),Copper_g),Manganese_(g),Selenium_(g),Vit_C_(g),Thiamin_(g),Riboflavin_(g),Niacin_(g),Panto_Acid_g),Vit_B6_(g),Folate_Tot_(g),Folic_Acid_(g),Food_Folate_(g),Choline_Tot_ (g),Vit_B12_(g),Retinol_(g),Alpha_Carot_(g),Beta_Carot_(g),Beta_Crypt_(g),Lycopene_(g),Lut+Zea_ (g),Vit_E_(g),Vit_D_g,Vit_K_(g),Cholestrl_(g),Energ_Kcal
"LAMB,NZ,IMP,LOIN CHOP,LN & FAT,RAW",56.89,15.4,26.19,0.82,0.22,0.0,0.0,11.161,7.465,0.967,0.00016199999999999998,0.014,0.00124,0.018,0.149,0.262,0.063,0.0020800000000000003,8.8e-05,7e-06,4.4000000000000006e-05,0.0,0.000111,0.00011999999999999999,0.004152,0.00041799999999999997,0.000125,,0.0,,,1.47e-05,0.00016,0.0,0.0,0.0,0.0,0.0,0.00047,1e-06,,0.069,298
"CAKE MIX,PUDD,DRY,GERMAN CHOC",6.94,4.17,3.24,4.4,81.25,2.1,42.13,1.852,0.694,0.231,8.999999999999999e-06,0.189,0.0030099999999999997,0.022,0.294,0.153,0.841,0.00041999999999999996,0.000156,0.00010499999999999999,3.1e-05,0.0,0.000231,0.000231,0.002315,7.199999999999999e-05,3.5000000000000004e-05,0.00066,0.0002,0.00046,0.004200000000000001,0.0,1e-05,0.0,0.0,0.0,0.0,4e-05,8e-05,0.0,3.7999999999999995e-05,0.0,350
"CAMPBELL'S CHUNKY SOUPS,GRILLED SIRLOIN STEAK HEARTY VEG SP",87.0,3.27,0.82,1.16,7.76,1.6,1.63,0.408,,,0.003672,0.008,0.00044,,,,0.363,,,,,0.0005,,,,,,,,,,,,,,,,,,,,0.004,51
"ORANGE JUC,CHILLED,INCL FROM CONC",87.22,0.68,0.12,0.43,11.54,0.3,8.31,0.014,0.022,0.03,0.000126,0.011,0.00013000000000000002,0.011,0.017,0.178,0.002,7.000000000000001e-05,4.2000000000000004e-05,2.3e-05,1e-06,0.033600000000000005,4.6e-05,3.9e-05,0.00028000000000000003,0.000195,7.6e-05,0.00019,0.0,0.00019,0.0062,0.0,0.0,8e-05,8e-05,0.00027,0.0,0.00027,0.0002,0.0,0.0,0.0,49
"WILLOW,LEAVES IN OIL (ALASKA NATIVE)",28.0,2.6,61.0,0.3,8.1,,,,,,,,0.0013,,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,592
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,STWD",66.21,27.39,7.42,0.84,0.0,0.0,0.0,2.08,2.9,1.58,0.00024599999999999996,0.013,0.00092,0.022,0.156,0.178,0.062,0.0009699999999999999,4.4e-05,1.7999999999999997e-05,0.000218,0.0,4.1e-05,0.000115,0.007807000000000001,0.0005470000000000001,0.00029,3e-05,0.0,3e-05,0.0644,2.1e-06,0.00025,0.0,0.0,0.0,0.0,0.0,0.00027,1e-06,2e-06,0.075,184
"SEASONING MIX,DRY,TACO,ORIGINAL",5.7,4.5,0.0,31.8,58.0,13.3,10.83,0.0,,,0.011232,0.0,0.0072,,,1.0,7.203,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,0.0,322
"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,SEL,RAW",66.22,19.14,13.44,0.97,0.23,0.0,0.0,5.349,5.659,0.718,2.7e-05,0.006,0.0038,0.021,0.153,0.26,0.065,0.00536,0.000175,0.000175,0.00024,0.0,0.00011,0.000575,0.00431,0.00114,0.000417,3e-05,0.0,3e-05,0.0595,5.16e-05,3e-05,0.0,0.0,0.0,0.0,0.0,0.00011999999999999999,2e-06,1.5e-05,0.069,198
"MCDONALD'S,VANILLA RED FAT ICE CRM CONE",63.64,4.24,4.86,0.9,26.36,0.1,19.49,2.41,1.206,0.297,0.000963,0.129,0.00035,0.013,0.111,0.193,0.067,0.0005,2.3e-05,3.8e-05,,,4.2999999999999995e-05,0.000246,0.000498,0.000728,5.4e-05,9e-05,,9e-05,,5.7999999999999995e-06,,,,,,,2.9999999999999997e-05,,,0.015,162
"INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,RTF",87.5,1.45,3.37,0.29,7.39,0.0,5.0,1.47,1.08,0.74,0.0006,0.042,0.00099,0.005,0.024,0.071,0.018,0.00053,5.3e-05,,1.3000000000000001e-05,0.005900000000000001,6.6e-05,9.2e-05,0.0006929999999999999,,5e-05,0.0001,0.0001,0.0,0.008,2.2e-06,0.0006,0.0,0.0,0.0,0.0,0.0,0.00099,1.1000000000000001e-05,5.3e-05,0.004,66
"SILK LT PLN,SOYMILK",92.77,2.47,0.82,0.64,3.29,0.4,2.47,0.0,,,0.000618,0.123,0.00044,0.016,,0.123,0.049,0.00025,,,2.2999999999999997e-05,0.0,,0.00020999999999999998,,,,0.0001,,0.0001,,1.2299999999999999e-05,,,,,,,,1.2e-05,,0.0,29
"SILK PLUS FIBER,SOYMILK",89.69,2.47,1.44,0.64,5.76,2.1,2.88,0.206,,,0.000618,0.123,0.00044,0.016,,0.123,0.039,0.00025,,,2.2999999999999997e-05,0.0,,0.00020999999999999998,,,,0.0001,,0.0001,,1.2299999999999999e-05,,,,,,,,1.2e-05,,0.0,41
"WHALE,BELUGA,LIVER,RAW (ALASKA NATIVE)",74.6,18.4,3.9,1.1,2.0,,,,,,0.0663,0.011,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,117
"YOGURT,CHOC,NONFAT MILK",71.57,3.53,0.0,1.37,23.53,1.2,14.97,0.0,0.0,0.0,0.0,0.088,0.00041999999999999996,0.04,0.166,0.339,0.135,0.00113,0.00020899999999999998,,7e-05,0.0,4.7e-05,0.000215,0.000223,,4.7e-05,0.00012,0.0,0.00012,0.0152,5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,112
"GRAPEFRUIT JUC,WHITE,RAW",90.0,0.5,0.1,0.2,9.2,0.1,9.1,0.014,0.013,0.024,3e-05,0.009,0.0002,0.012,0.015,0.162,0.001,5e-05,3.3e-05,2e-05,1e-06,0.038,4e-05,2e-05,0.0002,0.000189,4.4e-05,0.0001,0.0,0.0001,0.0077,0.0,0.0,2e-05,4e-05,1e-05,0.0,0.0001,0.00022,0.0,0.0,0.0,39
"CEREALS,QUAKER,WHL WHEAT NAT CRL,DRY",9.8,11.8,2.0,1.6,74.8,9.9,2.0,0.419,0.309,1.176,3.2999999999999996e-05,0.044,0.0033,0.147,0.406,0.502,0.008,0.0040999999999999995,,,,0.0,0.00047999999999999996,0.00014000000000000001,0.0050999999999999995,,0.00044,0.00049,0.0,0.00049,,0.0,,,,,,,0.00094,,,0.0,333
"CHERRIES,SOUR,RED,FRZ,UNSWTND",87.2,0.92,0.44,0.42,11.02,1.6,9.02,0.1,0.12,0.132,0.00261,0.013,0.00053,0.009,0.016,0.124,0.001,0.0001,8.999999999999999e-05,5.7e-05,0.0,0.0017,4.4e-05,3.4e-05,0.00013700000000000002,0.000178,6.7e-05,5e-05,0.0,5e-05,0.0056,0.0,0.0,0.0,0.00522,0.0,0.0,0.00061,5e-05,0.0,1.5e-05,0.0,46
"OLIVE GARDEN,SPAGHETTI W/ POMODORO SAU",75.92,4.26,1.85,0.82,17.14,1.7,1.77,0.336,0.836,0.645,0.000654,0.011,0.00098,0.016,0.044,0.124,0.183,0.00034,6.7e-05,0.000213,0.000133,0.0012,6.7e-05,0.00011700000000000001,0.00114,0.00017999999999999998,8.2e-05,0.00027,,,0.0078,,,0.0,0.00131,0.0,0.01781,0.00128,0.00079,,4.2000000000000004e-05,0.0,102
"BABYFOOD,FRUIT,APPL&BLUEBERRY,STR",83.1,0.2,0.2,0.2,16.3,1.8,13.93,0.024,0.019,0.073,6e-05,0.004,0.0002,0.003,0.008,0.069,0.001,2.9999999999999997e-05,5.6e-05,,4e-06,0.027800000000000002,1.7e-05,3.4e-05,0.00011999999999999999,0.000163,3.7e-05,4e-05,0.0,4e-05,0.0032,0.0,0.0,0.0,0.0001,5e-05,0.0,0.00024,0.00011999999999999999,0.0,3.5e-05,0.0,61
"CEREALS RTE,GENERAL MILLS,25% LESS SUGAR TRIX",2.0,5.4,4.0,3.2,85.5,4.3,25.0,0.6,1.7,1.5,0.005358,0.357,0.019289999999999998,0.029,0.214,0.177,0.497,0.01339,0.000122,,0.000105,0.0171,0.0012900000000000001,0.0015,0.01789,,0.0017800000000000001,0.00357,0.00338,0.00019,0.0114,4.2999999999999995e-05,0.0049,0.00045,0.00069,0.0,0.0,0.01064,0.0005200000000000001,2.9e-05,1.4e-05,0.0,383
"CEREALS RTE,MALT-O-MEAL,BLUEBERRY MUFFIN TOPS CRL",1.1,4.9,11.48,2.61,79.91,4.7,35.36,1.66,3.52,4.13,0.004995,0.338,0.03429,0.038,0.176,0.179,0.462,0.01468,,,,0.025,0.0015,0.0016,0.01964,,0.00196,0.00667,0.00648,0.00019,,5e-05,,0.0,0.0,0.0,0.0,0.0,0.0009699999999999999,3.2e-05,1.6e-05,0.0,443
"ACORNS,DRIED",5.06,8.1,31.41,1.78,53.66,,,4.084,19.896,6.052,0.0,0.054,0.0010400000000000001,0.082,0.103,0.709,0.0,0.00067,0.0008179999999999999,0.001363,,0.0,0.000149,0.000154,0.002406,0.00094,0.000695,0.00115,0.0,0.00115,,0.0,0.0,,,,,,,,,0.0,509
"BEEF,RIBEYE FILET,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",62.22,29.39,7.61,1.12,0.0,0.0,0.0,2.588,3.209,0.255,2.1000000000000002e-05,0.006,0.0035600000000000002,0.027,0.242,0.383,0.087,0.01104,0.00014000000000000001,,0.000362,0.0,9.2e-05,0.000444,0.004718,,0.00047599999999999997,7e-05,0.0,7e-05,,3.41e-05,2e-05,0.0,0.0,0.0,0.0,0.0,,1e-06,1.6e-05,0.082,186
"FAST FOODS,CHICK TENDERS",46.64,19.22,13.95,2.92,17.25,1.2,0.4,2.493,4.83,5.783,3.2999999999999996e-05,0.017,0.00073,0.028,0.282,0.373,0.769,0.0007099999999999999,6.900000000000001e-05,0.000228,0.000175,0.0011,0.00011,0.000179,0.008217,0.001244,0.000426,0.00019,6e-05,0.00013,0.0437,1.6e-06,2e-05,0.0,2e-05,0.0,0.0,0.00083,0.00317,2e-06,8e-05,0.048,271
"BEEF,LOIN,TOP SIRLOIN CAP STEAK,BNLESS,LN,1/8"" FAT,CHOIC,RAW",72.52,21.34,5.82,0.99,0.0,0.0,0.0,2.08,2.536,0.195,1.7999999999999997e-05,0.005,0.0020800000000000003,0.024,0.206,0.367,0.06,0.0048200000000000005,8.999999999999999e-05,,0.000274,0.0,5.9e-05,0.00016900000000000002,0.005438,,0.00061,3e-05,0.0,3e-05,,2.73e-05,2e-05,0.0,0.0,0.0,0.0,0.0,,1e-06,1.5e-05,0.067,138
"PORK,FRSH,SHLDR,ARM PICNIC,LN,RAW",75.51,20.26,3.77,1.05,0.0,0.0,0.0,1.206,1.638,0.712,2.1000000000000002e-05,0.011,0.00062,0.02,0.219,0.427,0.09,0.0024100000000000002,7.3e-05,1.1e-05,0.00024,0.0,0.000655,0.000272,0.004828000000000001,0.001113,0.000489,0.0,0.0,0.0,0.0696,5.500000000000001e-06,2e-05,0.0,0.0,0.0,0.0,0.0,0.00017,6e-06,0.0,0.062,120
"FRUIT SALAD,CND,EX HVY SYRUP,SOL&LIQUIDS",76.64,0.33,0.06,0.21,22.77,1.0,,0.009,0.012,0.027,0.001911,0.006,0.00028000000000000003,0.005,0.009,0.08,0.005,7.000000000000001e-05,6.3e-05,0.00014299999999999998,,0.0021000000000000003,1.4e-05,2e-05,0.00035299999999999996,5.3e-05,3.2e-05,3e-05,0.0,3e-05,,0.0,0.0,,,,,,,0.0,,0.0,88
"INF FORMULA,MEAD JOHNSON,ENFAMIL,PREMIUM,INFANT,RTF",87.78,1.38,3.48,0.32,7.39,0.0,7.39,1.027,0.919,0.48,0.000597,0.051,0.0011799999999999998,0.005,0.028,0.071,0.018,0.00066,4.9000000000000005e-05,8.999999999999999e-06,1.8e-05,0.0079,5.3e-05,9.2e-05,0.000657,0.000328,3.9e-05,0.00011,0.00011,0.0,0.0158,2e-06,0.0006,0.0,0.0,0.0,0.0,0.0,0.00063,1.2e-05,5.9000000000000004e-05,0.0,66
"BABYFOOD,DSSRT,FRUIT PUDD,ORANGE,STR",79.8,1.1,0.9,0.6,17.7,0.6,,0.545,0.257,0.038,0.000345,0.032,0.0001,0.005,0.028,0.086,0.02,0.00017,5e-05,,6e-06,0.0091,4e-05,5.7e-05,0.00011899999999999999,0.000251,2.7e-05,8e-05,0.0,8e-05,,1e-07,0.0,,,,,,,,,0.003,80
"CAMPBELL'S,SPAGHETTIOS,SPAGHETTI IN TOMATO & CHS SAU",79.7,2.78,0.6,1.05,15.87,1.2,5.16,0.198,,,0.000237,0.008,0.00029,,,,0.377,,,,,0.0,5.9999999999999995e-05,6.7e-05,0.0011899999999999999,,,0.00032,,,,,,,,,,,,0.0,,0.002,80
"BEEF,RIBEYE PETITE ROAST/FILET,BNLESS,LN,0"" FAT,ALL GRDS,RAW",71.57,22.66,4.66,1.06,0.04,0.0,0.0,1.683,2.164,0.191,1.7999999999999997e-05,0.005,0.00228,0.026,0.226,0.402,0.066,0.00529,9.900000000000001e-05,,0.00023899999999999998,0.0,6.3e-05,0.00017999999999999998,0.005774,,0.000648,4e-05,0.0,4e-05,,2.98e-05,2e-05,0.0,0.0,0.0,0.0,0.0,,1e-06,1.5e-05,0.065,133
"BURGER KING,DOUBLE WHOPPER,W/ CHS",53.28,14.47,17.06,1.67,13.52,1.6,3.61,6.998,6.298,2.987,,0.078,0.0053,0.019,0.128,0.189,0.387,0.0035,7.8e-05,0.00014000000000000001,0.00017,0.0002,0.00026700000000000004,0.00020999999999999998,0.003,0.0002,0.000112,0.00027,0.00022,5e-05,,,,,,,,,5.9999999999999995e-05,,0.000115,0.047,266
"TUNA,FRESH,BLUEFIN,RAW",68.09,23.33,4.9,1.18,0.0,0.0,0.0,1.257,1.6,1.433,0.006549,0.008,0.00102,0.05,0.254,0.252,0.039,0.0006,8.599999999999999e-05,1.4999999999999999e-05,0.000365,0.0,0.000241,0.000251,0.008654,0.001054,0.000455,2e-05,0.0,2e-05,0.065,9.43e-05,0.00655,0.0,0.0,0.0,0.0,0.0,0.001,5.7e-05,0.0,0.038,144
MACARONI & CHS LOAF  CHICK  PORK & BF,57.63,11.76,14.96,4.03,11.63,0.0,0.0,5.614,7.614,1.657,0.0,0.122,0.0012,0.027,0.173,0.313,0.003,0.00151,0.00011,0.000277,0.00023,0.0167,0.000237,0.000249,0.0028399999999999996,0.000528,0.00032900000000000003,0.00024,0.00013,0.00012,,6.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.044,228
"PORK,FRSH,COMP (LEG,LOIN,SHLDR,&SPARERIBS),LN&FAT,CKD",58.53,26.36,13.89,1.02,0.0,0.0,0.0,4.893,5.976,1.519,2.1000000000000002e-05,0.02,0.00111,0.024,0.221,0.341,0.057,0.0030600000000000002,8.999999999999999e-05,1e-05,0.00042,0.0001,0.000611,0.00029,0.006046999999999999,0.000844,0.0005420000000000001,2e-05,0.0,2e-05,0.08009999999999999,7e-06,2e-05,0.0,0.0,0.0,0.0,0.0,0.00013000000000000002,9e-06,0.0,0.088,238
"POPEYES,FRIED CHICK,MILD,WING,MEAT & SKN W/ BREADING",40.9,20.4,22.48,2.7,13.52,0.6,0.0,8.021,9.796,2.362,0.00018899999999999999,0.031,0.00138,0.022,0.149,0.245,0.788,0.00125,7.9e-05,0.000155,0.000312,,0.000136,0.000289,0.006546000000000001,0.001002,0.00019,,,,0.060700000000000004,5.4e-06,0.00019,,,,,,0.00028000000000000003,,,0.114,338
"PORK,FRSH,LOIN,BLADE (ROASTS),BNLESS,LN & FAT,CKD,RSTD",62.69,26.48,10.32,1.2,0.0,0.0,0.0,3.706,4.458,1.611,2.4e-05,0.012,0.0008900000000000001,0.023,0.268,0.439,0.067,0.0024100000000000002,7.9e-05,1.4999999999999999e-05,0.00043700000000000005,0.0,0.0006,0.00026900000000000003,0.007435,0.0014479999999999999,0.00047799999999999996,0.0,0.0,0.0,0.0915,8.4e-06,2e-05,0.0,0.0,0.0,0.0,0.0,0.00022,5e-06,0.0,0.076,199
"CHERRIES,SWT,FRZ,SWTND",75.53,1.15,0.13,0.83,22.36,2.1,20.26,0.03,0.036,0.04,0.0005669999999999999,0.012,0.00035,0.01,0.016,0.199,0.001,4e-05,2.4e-05,0.00010899999999999999,0.0,0.001,2.7e-05,4.7e-05,0.000177,0.000127,3.5999999999999994e-05,4e-05,0.0,4e-05,0.0056,0.0,0.0,0.0,0.00113,0.0,0.0,0.00085,7.000000000000001e-05,0.0,2.1000000000000002e-05,0.0,89
"ICE CREAMS,CHOC",55.7,3.8,11.0,1.0,28.2,1.2,25.36,6.8,3.21,0.41,0.001248,0.109,0.00093,0.029,0.107,0.249,0.076,0.00058,0.000135,0.00014000000000000001,2.5e-05,0.0007,4.2000000000000004e-05,0.000194,0.00022600000000000002,0.000554,5.5e-05,0.00016,0.0,0.00016,0.0225,2.8999999999999998e-06,0.00116,0.0,0.00019,0.0,0.0,0.0,0.0003,2e-06,3e-06,0.034,216
"CEREALS,OATS,REG & QUICK,NOT FORT,DRY",10.84,13.15,6.52,1.77,67.7,10.1,0.99,1.11,1.98,2.3,0.0,0.052,0.00425,0.138,0.41,0.362,0.006,0.00364,0.000391,0.00363,0.000289,0.0,0.00046,0.000155,0.001125,0.0011200000000000001,0.0001,0.00032,0.0,0.00032,0.0404,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.00041999999999999996,0.0,2e-05,0.0,379
"PEAS,GRN,CND,NO SALT,DRND SOL",81.7,4.42,0.35,0.97,12.58,4.1,4.16,0.062,0.031,0.163,0.0015990000000000002,0.02,0.00095,0.017,0.067,0.173,0.002,0.0007099999999999999,8.2e-05,0.000303,1.7e-05,0.0096,0.000121,7.8e-05,0.000732,0.000128,6.4e-05,0.00044,0.0,0.00044,,0.0,0.0,0.0,0.0032,0.0,0.0,0.0135,2.9999999999999997e-05,0.0,0.000214,0.0,69
"BEEF,CHK EYE CNTRY-STYL RIBS,BNL,LN & FAT,0"" FAT,CHOICE, CKD",51.36,27.16,21.56,0.94,0.0,0.0,0.0,9.268,10.359,1.554,7.8e-05,0.016,0.0025099999999999996,0.016,0.169,0.241,0.065,0.00893,9.7e-05,1.4e-05,0.000317,0.0,6.6e-05,0.000208,0.003791,0.000669,0.00026900000000000003,7e-05,0.0,7e-05,0.0889,3.12e-05,8e-05,0.0,0.0,0.0,0.0,0.0,0.00011,2e-06,1.6e-05,0.096,303
"CORN,DRIED,YEL (NORTHERN PLAINS INDIANS)",6.36,14.48,10.64,2.24,66.27,20.5,21.32,1.974,3.75,4.543,0.000783,0.025,0.00261,0.149,0.344,0.775,0.004,0.0030600000000000002,0.00029299999999999997,0.0009,0.000565,0.0,0.000261,0.00018099999999999998,0.00825,0.00159,0.00111,0.00111,,0.00111,,0.0,0.0,0.00018,0.00117,0.00061,0.0,,0.00044,0.0,,,419
"TEA,BLACK,BREWED,PREP W/ DISTILLED H2O",99.7,0.0,0.0,0.0,0.3,0.0,,0.002,0.001,0.004,0.0,0.0,1e-05,0.001,0.001,0.021,0.0,1e-05,8e-06,0.000219,0.0,0.0,0.0,1.4e-05,0.0,1.1e-05,0.0,5e-05,0.0,5e-05,,0.0,0.0,,,,,,,,,0.0,1
"OIL,SAFFLOWER,SALAD OR COOKING,HI OLEIC",0.0,0.0,100.0,0.0,0.0,0.0,0.0,7.541,75.221,12.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0341,0.0,7.099999999999999e-05,0.0,884
"BREAD,WHITE,PREP FROM RECIPE,MADE W/NONFAT DRY MILK",34.8,7.7,2.6,1.4,53.6,2.0,,0.391,0.527,1.401,0.00012299999999999998,0.032,0.00318,0.017,0.096,0.111,0.336,0.0005899999999999999,0.000112,0.00046,0.000231,0.0,0.000431,0.000352,0.003731,0.00028399999999999996,3.7e-05,0.00085,0.00058,0.00027,,2e-07,0.00012,,,,,,,,,0.0,274
"WHEAT FLR,WHITE,ALL-PURPOSE,ENR,BLEACHED",11.92,10.33,0.98,0.47,76.31,2.7,0.27,0.155,0.087,0.413,0.0,0.015,0.00464,0.022,0.108,0.107,0.002,0.0007,0.00014399999999999998,0.0006820000000000001,0.000339,0.0,0.000785,0.000494,0.0059039999999999995,0.000438,4.4e-05,0.00183,0.00154,0.00029,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,5.9999999999999995e-05,0.0,3e-06,0.0,364
"CHICKEN,DK MEAT,THIGH,MEAT & SKN,ENHANCED,CKD,BRSD",63.97,20.7,14.62,1.12,0.21,0.0,0.0,3.881,6.073,2.775,0.000156,0.012,0.00098,0.021,0.183,0.259,0.185,0.0016,4.7e-05,1.6e-05,0.000247,0.0,7.4e-05,0.00011899999999999999,0.005679,,0.000273,4e-05,0.0,4e-05,0.058,3.2e-06,0.00015,0.0,0.0,0.0,0.0,0.0,0.00023,3e-06,3e-06,0.125,215
"COOKIES,VANILLA WAFERS,HIGHER FAT",4.2,4.3,19.4,1.0,71.1,2.0,,4.936,11.076,2.437,3e-06,0.025,0.00221,0.012,0.064,0.107,0.306,0.00033,0.000124,0.000384,0.00011300000000000001,0.0,0.000361,0.00020899999999999998,0.002976,0.00028399999999999996,2.4e-05,0.00043,0.00035,8e-05,,4e-07,0.0,,,,,,,,,0.0,473
"BISCUIT, PLN OR BUTMLK, REFRI DOUGH, HIGHER FAT",33.15,6.66,10.58,3.3,46.32,0.7,7.4,2.806,6.559,0.681,2.4e-05,0.051,0.00248,0.017,0.47,0.162,0.977,0.0005,8.999999999999999e-05,0.000438,8e-05,0.0001,0.000391,0.00029,0.0033079999999999997,0.00034599999999999995,6.3e-05,0.00057,0.00046,0.00011,,5e-07,2e-05,0.0,0.0,0.0,0.0,8e-05,0.00069,,6.2e-05,0.001,307
"BAKING CHOC,MARS SNACKFOOD US,M&M'S MILK CHOC MINI BAK BITS",1.5,4.78,23.36,1.78,68.4,2.7,62.54,14.466,,,0.0006720000000000001,0.116,0.00123,,,,0.068,,,,,0.0006,,,,,,,,,,,,,,,,,,,,0.015,502
"TURKEY FROM WHL,LT MEAT,MEAT & SKN,CKD,RSTD",64.79,29.55,5.57,1.22,0.05,0.0,0.0,1.603,1.984,1.596,0.000105,0.011,0.0008,0.032,0.23,0.248,0.101,0.00176,6.8e-05,1.2e-05,0.000293,0.0,3.5000000000000004e-05,0.000213,0.011608,0.000902,0.000767,9e-05,0.0,9e-05,0.0825,5e-06,0.0001,0.0,0.0,0.0,0.0,0.0,7.000000000000001e-05,4e-06,0.0,0.089,177
CAMPBELL'S BROWN GRAVY W/ ONIONS,88.2,0.0,1.69,3.33,6.78,0.0,3.39,0.0,,,,,,,,,0.559,,,,,,,,,,,,,,,,,,,,,,,,,0.0,42
"CARROTS,RAW",88.29,0.93,0.24,0.97,9.58,2.8,4.74,0.037,0.014,0.117,0.050118,0.033,0.0003,0.012,0.035,0.32,0.069,0.00023999999999999998,4.4999999999999996e-05,0.00014299999999999998,1e-06,0.005900000000000001,6.6e-05,5.8e-05,0.000983,0.000273,0.00013800000000000002,0.00019,0.0,0.00019,0.0088,0.0,0.0,0.03477,0.08285,0.0,1e-05,0.00256,0.00066,0.0,0.00013199999999999998,0.0,41
"MORNINGSTAR FARMS ITALIAN HERB CHIK'N PATTIE,FRZ,UNPREP",46.9,13.6,7.0,1.4,31.1,3.4,1.5,0.8,1.3,4.85,0.00014099999999999998,0.05,0.0038,,0.14,0.483,0.682,,,,,0.0,0.0004,0.0001,0.0056,,0.0003,0.00013,0.0,0.00013,,2.1000000000000002e-05,,,,,,,,,,0.0,242
"TURKEY,RTL PARTS,WING,MEAT & SKN,CKD,RSTD",57.34,28.74,13.29,1.1,0.13,0.0,0.0,3.656,4.765,3.836,0.00024,0.014,0.001,0.024,0.192,0.215,0.106,0.00299,7.000000000000001e-05,7e-06,0.00028399999999999996,0.0,3.7e-05,0.000205,0.008876,0.000777,0.0005899999999999999,9e-05,0.0,9e-05,0.07709999999999999,1.36e-05,0.00024,0.0,0.0,0.0,0.0,0.0,0.00017,8e-06,0.0,0.115,235
"GRAPEFRUIT,SECTIONS,CND,H2O PK,SOL&LIQUIDS",89.85,0.58,0.1,0.32,9.15,0.4,8.75,0.014,0.014,0.024,0.0,0.015,0.00041,0.01,0.01,0.132,0.002,8.999999999999999e-05,6.7e-05,7e-06,9e-06,0.0218,3.9e-05,2.1000000000000002e-05,0.000249,0.00011999999999999999,2e-05,9e-05,0.0,9e-05,0.0050999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.999999999999999e-05,0.0,0.0,0.0,36
"CANDIES,PNUT BRITTLE,PREPARED-FROM-RECIPE",0.7,7.57,18.98,1.51,71.24,2.5,51.33,4.144,8.064,4.558,0.000426,0.027,0.00122,0.042,0.106,0.168,0.445,0.00087,0.000254,0.000593,2.6000000000000002e-05,0.0,0.000134,4.4e-05,0.002646,0.0005290000000000001,7.9e-05,0.00046,0.0,0.00046,0.0135,1e-07,0.00038,0.0,9e-05,0.0,0.0,0.0,0.00256,0.0,4e-06,0.012,486
"CEREALS RTE,GENERAL MILLS,FIBER ONE BRAN CRL",3.18,6.69,2.2,3.31,84.59,47.5,0.19,0.329,0.411,1.397,9.900000000000001e-05,0.333,0.015,0.053,0.2,0.367,0.32,0.0125,0.00031,,9e-05,0.02,0.0012900000000000001,0.00139,0.0167,,0.00166,0.00333,0.00314,0.00019,0.0217,5e-05,0.0,9e-05,0.00015,0.0,0.0,0.00644,0.0006,0.0,1e-05,0.0,200
TOSTADA WITH GUACAMOLE,72.51,4.78,8.91,1.53,12.27,,,3.78,3.25,1.17,0.002013,0.162,0.00062,0.028,0.089,0.249,0.306,0.00156,9.7e-05,0.000135,2.7000000000000002e-05,0.0014,5e-05,0.00022,0.00076,0.0007700000000000001,0.0001,0.00044,2e-05,0.00042,,3.8e-06,0.00056,,,,,,,,,0.015,138
"INF FORMULA,MEAD JOHNSON,ENFAMIL,PREMATURE,20 CAL RTF",87.78,1.97,3.34,0.52,7.21,0.0,7.2,1.679,0.021,1.164,0.002499,0.108,0.0011799999999999998,0.006,0.054,0.064,0.038,0.00098,7.9e-05,4e-06,1.8e-05,0.013099999999999999,0.000131,0.00019700000000000002,0.0026230000000000003,0.000787,9.800000000000001e-05,0.00026,0.00026,0.0,0.0132,1.6e-06,0.0025,0.0,0.0,0.0,0.0,0.0,0.00186,3.9e-05,5.2000000000000004e-05,0.0,66
"NABISCO,NABISCO GRAHAMS CRACKERS",3.6,6.99,10.0,2.8,76.2,3.4,23.0,1.56,3.6,0.46,0.0,0.079,0.00413,0.059,0.202,0.177,0.659,0.0019399999999999999,2.9999999999999997e-05,,,0.0,0.000228,0.00023999999999999998,0.00378,,0.0001,0.00046,,,,,,,,,,,,,,0.0,424
